suburb,min12,min6,min4,min3,max12,max6,max4,max3,std12,std6,std4,std3,mean12,mean6,mean4,mean3,med12,med6,med4,med3,var12,var6,var4,var3,linreg12,linreg6,linreg4,linreg3,dist_syd_cbd,pprev_up2,prev_up2,Ypred2,Threshold
MARSFIELD,1,1,1,0.917287014,0.866441909,0.866441909,0.866493843,0.866493843,0.617787946,0.496550783,0.6112759,0.729262403,1,1,0.988026919,0.915324675,1,1,1,0.975409836,0.38546207,0.248390512,0.375333625,0.532305161,1,1,1,0.977144518,6.30E-05,1,0,0,0
MARYLAND,0.285373134,0.237871831,0.235046589,0.215605183,0.195539419,0.194761411,0.175631886,0.168502916,0.083271784,0.102258495,0.070456434,0.063839262,0.257197954,0.227955686,0.209673424,0.193116883,0.258634944,0.223527451,0.208465867,0.204918033,0.008162739,0.011128024,0.005425883,0.004221202,0.258934413,0.230351499,0.210534685,0.201048974,0.000706564,0,0,0.4569868,1
MASCOT,0.142686567,0.12657217,0.123334335,0.113132984,0.086294087,0.085775415,0.082825664,0.079714841,0.016936382,0.019060077,0.015018472,0.009980812,0.118707792,0.108008682,0.102184055,0.095064935,0.118064486,0.105556944,0.099991844,0.099180328,0.000554793,0.000499991,0.000329857,0.000123715,0.11932831,0.108565254,0.101730186,0.09793508,0.002690255,0,0,0.012176186,0
MATRAVILLE,0.114029851,0.094629667,0.091273419,0.083723922,0.070409751,0.070409751,0.06610499,0.06610499,0.017977137,0.027812293,0.029437064,0.03789338,0.095710813,0.087176524,0.082304612,0.076883117,0.097326842,0.087103224,0.084291656,0.085245902,0.000607294,0.000971222,0.001067986,0.00152482,0.096228523,0.08781463,0.082338295,0.080892553,0.003183672,1,1,0,0
MAYFIELD EAST,0.031044776,0.029546816,0.025949304,0.023986766,0.016143672,0.016143672,0.015942968,0.015942968,0.001345904,0.004718324,0.003755143,0.006782038,0.023708966,0.021917461,0.019693654,0.019064935,0.023837957,0.020161626,0.018758666,0.019508197,2.34E-05,5.66E-05,4.05E-05,6.24E-05,0.023847184,0.022221248,0.019119277,0.019856526,0.030828376,1,1,0.000253767,0
MAYFIELD WEST,0.136716418,0.114593731,0.111311492,0.102104586,0.080005187,0.079875519,0.077770577,0.075826312,0.015685333,0.024709875,0.025020739,0.023806327,0.11214277,0.099840728,0.094535733,0.087467532,0.11211648,0.098142131,0.092957344,0.089959016,0.000494504,0.000786784,0.00079804,0.000623417,0.112896405,0.100379011,0.094140178,0.089777126,0.002233326,0,1,5.30E-05,0
MAYFIELD,0.093134328,0.07716111,0.089269612,0.090285819,0.073521784,0.073521784,0.063188594,0.063188594,0.040280936,0.058149158,0.022133918,0.008524614,0.083806084,0.080980436,0.078122291,0.076166234,0.081365975,0.081371324,0.078680369,0.080819672,0.002244707,0.003781769,0.000642518,9.33E-05,0.084033073,0.081020082,0.076181779,0.07759238,0.01596362,1,1,0,0
MCGRATHS HILL,0.068059701,0.056198842,0.05270013,0.048341145,0.130381224,0.130381224,0.130719378,0.130719378,0.128933147,0.204882241,0.260798048,0.327854109,0.143753431,0.121286012,0.10959498,0.103038961,0.145278339,0.125010414,0.113245249,0.117622951,0.018431222,0.043167845,0.069374895,0.108025739,0.145315949,0.124314862,0.115506243,0.125757996,0.001071054,1,0,1,1
MEDOWIE,0.105671642,0.103613496,0.108305781,0.099347486,0.073521784,0.073521784,0.073882048,0.073882048,0.029073576,0.023366555,0.018739348,0.025079837,0.095016286,0.091482494,0.090407085,0.084805195,0.092871578,0.088352912,0.088471577,0.08647541,0.001299569,0.000712852,0.000480815,0.000688628,0.095148351,0.091038644,0.089062756,0.085450438,0.007349159,0,0,0.29088232,0
MENAI,0.110447761,0.094130565,0.090772468,0.083264406,0.066390041,0.066390041,0.065456902,0.060596241,0.017578662,0.024260744,0.023253724,0.016107677,0.092240322,0.083906523,0.078072747,0.071688312,0.091218078,0.08314588,0.076543512,0.076229508,0.000586941,0.000761667,0.000700881,0.000298107,0.092744473,0.084655264,0.07820366,0.074551147,0.00372117,0,0,0.008567929,0
MEREWETHER,0.092537313,0.082651228,0.079250576,0.072695524,0.065093361,0.065093361,0.065456902,0.065456902,0.037134197,0.043437464,0.04580829,0.059685868,0.0817194,0.07750747,0.075451055,0.071974026,0.075877274,0.078647005,0.076054155,0.080409836,0.00195438,0.002190618,0.00240659,0.003699275,0.08189964,0.077541631,0.074500663,0.074432246,0.023286255,1,0,0.000443816,0
MERIMBULA,0.083940299,0.079656618,0.076645627,0.070306038,0.051478216,0.048755187,0.047634478,0.047634478,0.010614485,0.003322649,0.000190335,0.003422628,0.07128598,0.064554321,0.061434293,0.058155844,0.071192357,0.062942598,0.060639426,0.06147541,0.00028168,3.53E-05,1.38E-06,2.00E-05,0.071632007,0.064777119,0.060697345,0.060005549,0.004922071,1,0,0.09608436,0
MERRYLANDS WEST,0.128835821,0.134058694,0.130848612,0.120025733,0.098482884,0.098482884,0.098833441,0.098833441,0.055832629,0.042860555,0.047328911,0.056772478,0.1215829,0.120482607,0.115333801,0.110909091,0.122450854,0.116679164,0.112837452,0.118852459,0.003965663,0.002136978,0.002557939,0.003353709,0.121659571,0.120639429,0.114552096,0.116959296,0.00278336,1,0,2.98E-08,0
MERRYLANDS,0.03880597,0.031742863,0.028153492,0.025824832,0.024896266,0.022302905,0.022683085,0.022683085,0.007686825,0.013338459,0.018902912,0.02646364,0.034976594,0.02900716,0.026980719,0.025324675,0.03403454,0.028576189,0.028015659,0.029098361,0.000181845,0.00027414,0.000488082,0.000763155,0.03540562,0.029388848,0.027065954,0.027717226,0.026726471,1,1,0.9999275,1
METFORD,0.089671642,0.087642244,0.08856828,0.081242533,0.057961618,0.057961618,0.058327933,0.058327933,0.021270009,0.013240239,0.008167816,0.013051615,0.079119775,0.075562384,0.073097725,0.068909091,0.079965093,0.074648005,0.072098524,0.072131148,0.000787444,0.00027083,0.000123833,0.000201759,0.079319579,0.075678617,0.072424259,0.071195487,0.039079895,1,0,0.1903333,0
MIDDLETON GRANGE,0.19880597,0.165502096,0.162408576,0.148975278,0.160399378,0.152619295,0.141283215,0.141283215,0.100459538,0.121479835,0.115764873,0.13898883,0.199685872,0.169838755,0.154075389,0.141862857,0.204896197,0.172290261,0.149813229,0.13702623,0.011546458,0.01553767,0.014123251,0.019609745,0.201453649,0.17243414,0.156058194,0.151859749,0.000937942,1,0,0.061731696,0
MILPERRA,0.068656716,0.063086444,0.059613265,0.054682474,0.04622666,0.04622666,0.046597537,0.043421905,0.02074114,0.020300633,0.027451056,0.028988652,0.062435616,0.058507639,0.05511746,0.050363636,0.065037663,0.058152129,0.055745861,0.056147541,0.000757072,0.000557534,0.0009418,0.000908989,0.062647636,0.059062152,0.055535867,0.053399918,0.009475102,0,1,0.48222995,1
MINCHINBURY,0.16358209,0.149530844,0.146378118,0.134270747,0.105938797,0.105938797,0.106286455,0.103370058,0.034204083,0.036883003,0.045214426,0.04228772,0.140359175,0.131640074,0.126790801,0.116623377,0.136689326,0.129867533,0.124459669,0.118442623,0.001701559,0.001620086,0.002348729,0.00188702,0.140845813,0.132039005,0.127228613,0.121451125,0.005787985,0,0,0.9993199,1
MINTO,0.122149254,0.101617089,0.098286745,0.090157155,0.072225104,0.071447095,0.069993519,0.068697343,0.01616747,0.022724641,0.024150965,0.027025687,0.102283596,0.091545921,0.085937823,0.079766234,0.103389675,0.091477131,0.086167523,0.085327869,0.000517374,0.000678789,0.000749441,0.000794516,0.102920769,0.092230996,0.085991313,0.083429115,0.003477806,0,0,0.000118375,0
MIRANDA,0.135522388,0.112597325,0.109307685,0.10026652,0.084543568,0.084543568,0.081464679,0.070641607,0.027774957,0.046007674,0.036937245,0.009464785,0.113869386,0.102413035,0.093513893,0.084701299,0.113264744,0.100099975,0.0894299,0.08942623,0.001206033,0.002437622,0.001615178,0.000112446,0.114644705,0.103606961,0.093765334,0.086982944,0.00225169,0,0,0.5480439,1
MITTAGONG,0.061731343,0.054701537,0.051197275,0.046962595,0.03656639,0.03656639,0.036941024,0.036941024,0.008146068,0.011060298,0.015570404,0.022434779,0.050896386,0.045469922,0.043330168,0.041246753,0.050891053,0.043864034,0.04196232,0.042459016,0.00019639,0.000202305,0.000350512,0.000556805,0.051241549,0.045644404,0.042782109,0.043029078,0.018376157,0,1,0.001407713,0
MOAMA,0.148537313,0.12347774,0.120228434,0.110283981,0.097510373,0.097510373,0.089760207,0.085158782,0.030397844,0.047311996,0.038183441,0.03400302,0.128348815,0.115662175,0.106725569,0.098,0.12740621,0.114762976,0.105864122,0.104098361,0.001398369,0.002567988,0.00171692,0.001236311,0.129151655,0.116808838,0.107223343,0.10244012,0.00245865,0,0,0.89761674,1
MOLLYMOOK BEACH,0.121492537,0.100868437,0.097535317,0.08946788,0.078060166,0.071576763,0.071937784,0.071937784,0.018932787,0.023007898,0.03072691,0.041424933,0.105081102,0.091637537,0.087289955,0.082402597,0.10384898,0.091352162,0.08792105,0.090163934,0.000657379,0.000693719,0.001154136,0.001812866,0.105868,0.092053352,0.087115842,0.086870649,0.001977957,1,0,0.11604345,0
MONA VALE,0.151044776,0.125573967,0.122332432,0.112213951,0.102502593,0.102502593,0.095981854,0.09073234,0.039584124,0.06237559,0.051864373,0.047952049,0.138604622,0.12317472,0.112216671,0.102415584,0.140616388,0.122344414,0.111940299,0.109262295,0.002178738,0.004318337,0.003036633,0.002410735,0.139600591,0.124713999,0.112830089,0.106641301,0.001193868,0,1,0,0
MOOREBANK,0.19761194,0.164503893,0.161406673,0.148056245,0.129927386,0.117608921,0.110174984,0.105638367,0.049859842,0.039764264,0.021601855,0.013630273,0.167584619,0.145162654,0.135275174,0.12574026,0.16447731,0.141048071,0.13265639,0.13204918,0.003248421,0.001860379,0.000615661,0.000218572,0.168817206,0.146060518,0.134330189,0.128069967,0.001936804,0,1,0,0
MOREE,0.088955224,0.075663805,0.072237251,0.066262292,0.068983402,0.068497147,0.068859365,0.068859365,0.051804401,0.054524591,0.071015296,0.081945768,0.086573326,0.081757062,0.076679328,0.069415584,0.089610509,0.083562443,0.079194193,0.073770492,0.003474226,0.00334986,0.00550833,0.006898579,0.086812508,0.082828228,0.078578504,0.076367696,0.00762909,1,0,0.28700635,0
MORISSET,0.03880597,0.031942503,0.028353872,0.030603805,0.022821577,0.022821577,0.019021387,0.019021387,0.005642223,0.01269874,0.008047381,0.00130353,0.030258469,0.027463776,0.024039057,0.023909091,0.030681609,0.026285095,0.024427045,0.025,0.000122126,0.000252928,0.000121044,4.87E-06,0.030449361,0.027896863,0.02325164,0.025041946,0.02491122,1,0,0.46053803,1
MORTDALE,0.20119403,0.168496706,0.165414287,0.151732378,0.133169087,0.133169087,0.133506157,0.133506157,0.05994703,0.078612615,0.090838296,0.104665953,0.175724936,0.162344252,0.151975558,0.13974026,0.178072754,0.166458385,0.149335291,0.137704918,0.004500577,0.006709547,0.0088339,0.011183502,0.176575053,0.163847411,0.153717536,0.148798436,0.002072773,1,0,0,0
MORUYA,0.051940299,0.051407467,0.050696323,0.046503079,0.03526971,0.03526971,0.035644848,0.034348671,0.017885477,0.015830252,0.013706257,0.01653354,0.04615498,0.04517393,0.044011395,0.040779221,0.045746831,0.045446972,0.044327543,0.044672131,0.000602584,0.00036451,0.000283177,0.000313013,0.046187034,0.045205915,0.043354597,0.041126656,0.00786871,0,1,0.002527148,0
MOSMAN,0.134352239,0.123078459,0.119827673,0.109916368,0.083246888,0.083246888,0.080362929,0.0786779,0.022931982,0.017185762,0.014251775,0.01356979,0.114386983,0.105387044,0.099933942,0.093220779,0.114413008,0.103307506,0.098523775,0.097540984,0.000886471,0.000418848,0.000302168,0.000216784,0.114889727,0.105701587,0.099063119,0.095068236,0.00323574,0,1,1.79E-07,0
MOSS VALE,0.127164179,0.122080256,0.120829576,0.119428361,0.082598548,0.082598548,0.082955282,0.082955282,0.031018779,0.022795941,0.019643333,0.00548062,0.109733267,0.104837346,0.103567152,0.1,0.110049605,0.102453553,0.103662018,0.105040984,0.001445885,0.000682532,0.000521641,4.33E-05,0.10993918,0.104298986,0.101746088,0.102710951,0.007216823,1,0,8.94E-08,0
MOUNT ANNAN,0.158208955,0.131563186,0.128343853,0.11772815,0.104642116,0.101400415,0.09397278,0.09397278,0.0327791,0.048257203,0.033915246,0.045420188,0.138916577,0.122244461,0.112340531,0.106233766,0.13914661,0.118970257,0.111002365,0.112295082,0.001584712,0.002664571,0.001381264,0.002168732,0.139899099,0.123045494,0.110553768,0.107315075,0.001592468,1,0,0.1734176,0
MOUNT AUSTIN,0.174686567,0.145338391,0.142170123,0.130410808,0.124740664,0.104642116,0.104990279,0.098509397,0.048274432,0.031669486,0.042569694,0.031310285,0.147443347,0.127847156,0.123952355,0.113571429,0.140823076,0.12438557,0.121380801,0.118401639,0.003069827,0.00122718,0.002099553,0.001054302,0.148402441,0.127938576,0.123341603,0.114838889,0.001279766,0,0,0.9973633,1
MOUNT COLAH,0.024238806,0.042723098,0.039972949,0.038323683,0.031639004,0.031639004,0.029163966,0.029163966,0.027262792,0.022134835,0.017798187,0.018109592,0.037494505,0.037280403,0.034576814,0.034155844,0.037156439,0.035866033,0.034132616,0.037622951,0.001170055,0.000648211,0.000440034,0.000371323,0.037464454,0.03735316,0.033480635,0.035168378,0.027057341,1,0,0.9998346,1
MOUNT DRUITT,0.031641791,0.037332801,0.033764152,0.030971418,0.021330394,0.021330394,0.021710953,0.021386909,0.009053364,0.004683701,0.00669974,0.008620535,0.031150877,0.029655522,0.027207795,0.025220779,0.031967665,0.029409314,0.026792268,0.025819672,0.000226346,5.60E-05,9.18E-05,9.52E-05,0.031252495,0.029974624,0.02676608,0.025761959,0.012166443,0,0,0.99959385,1
MOUNT HUTTON,0.03241791,0.034737473,0.032461677,0.029776675,0.021849066,0.021849066,0.022229423,0.021646144,0.012588188,0.010089252,0.00941914,0.012307862,0.028884936,0.028612505,0.027703233,0.025636364,0.029303693,0.027826377,0.02797488,0.027868852,0.000358502,0.000174818,0.000154507,0.00018113,0.028903891,0.028776089,0.027711139,0.027453001,0.037142734,0,0,5.96E-08,0
MOUNT PRITCHARD,0.077014925,0.079157516,0.075743913,0.069478908,0.051089212,0.051089212,0.047310434,0.047310434,0.015801289,0.009334694,0.002021945,0.00446394,0.070156889,0.064920787,0.060814995,0.057246753,0.071192357,0.063150879,0.05998695,0.059754098,0.000499962,0.000154752,1.83E-05,3.08E-05,0.070424438,0.065239218,0.060083965,0.058750479,0.00817826,0,1,0.5731672,1
MOUNT RIVERVIEW,0.074626866,0.075563985,0.07213706,0.066170389,0.050376037,0.050376037,0.050745301,0.050745301,0.021222647,0.014317173,0.016186592,0.023228641,0.06587488,0.063612787,0.061190702,0.057714286,0.066599302,0.062326085,0.060035886,0.059836066,0.000784702,0.000308165,0.000374287,0.000594903,0.065960955,0.06360849,0.060248442,0.058737268,0.04198354,0,1,0.000532508,0
MUDGEE,0.223104478,0.185815532,0.182797315,0.167677603,0.170124481,0.154823651,0.144523655,0.144523655,0.077141209,0.087652212,0.086079837,0.097302922,0.21799018,0.186834019,0.173103918,0.159571429,0.216149182,0.188119637,0.177065492,0.172131148,0.007096478,0.00826762,0.007964427,0.009682068,0.219956727,0.188633254,0.173984061,0.166944103,0.001486981,0,1,0,0
MULLUMBIMBY,0.142686567,0.141545219,0.138362889,0.126918482,0.120072614,0.120072614,0.120414776,0.088788075,0.062671495,0.084177168,0.103916173,0.00855657,0.135403592,0.129080453,0.123033731,0.106233766,0.131177659,0.118220445,0.111410162,0.110655738,0.004873117,0.007649463,0.011455126,9.39E-05,0.135840684,0.130299668,0.125129491,0.108636201,0.005787985,0,1,0.9994023,1
MULWALA,0.108656716,0.094629667,0.096282938,0.088319088,0.070280083,0.070280083,0.070641607,0.067563189,0.026896342,0.03169622,0.02947949,0.026872139,0.092723185,0.084576028,0.084317328,0.077467532,0.091907037,0.081063068,0.083374113,0.081147541,0.001144631,0.001229057,0.001070767,0.000785886,0.09313062,0.084391046,0.084394253,0.080331074,0.007370944,0,0,0.99999857,1
MURWILLUMBAH,0.386865672,0.322719106,0.320208396,0.293723003,0.309517635,0.276776452,0.262799741,0.262799741,0.16725775,0.161297629,0.162257953,0.19331074,0.371891848,0.322531995,0.301226209,0.279220779,0.36381591,0.323502458,0.299812413,0.287704918,0.030216717,0.027006053,0.027286063,0.037749348,0.374739398,0.325244907,0.302496229,0.292074564,0.000433704,1,0,1,1
MUSWELLBROOK,0.11761194,0.097624276,0.09427913,0.086481022,0.075466805,0.070798755,0.069345431,0.066169799,0.024136206,0.028083148,0.028106049,0.027767068,0.101810231,0.089671309,0.083460633,0.076909091,0.101552453,0.089435974,0.083312943,0.082786885,0.00096162,0.000988232,0.000982551,0.000836847,0.102513818,0.090509647,0.083724079,0.080535849,0.001949176,0,0,0.99761564,1
NAMBUCCA HEADS,0.350447761,0.292273907,0.289650336,0.265692491,0.293309129,0.260892116,0.26117952,0.251458198,0.179787861,0.192827543,0.224718766,0.219487714,0.361113105,0.312426002,0.291482598,0.261766234,0.36381591,0.327668083,0.294021695,0.271967213,0.034696909,0.038320487,0.051726919,0.04859265,0.363757282,0.313808228,0.288443015,0.253114555,0.000612339,0,1,1,1
NARARA,0.214029851,0.178229187,0.175182847,0.160692951,0.161696058,0.161696058,0.154439404,0.154439404,0.079232254,0.123093742,0.113380249,0.144323573,0.212294285,0.189201951,0.171493745,0.161701299,0.216241044,0.188452887,0.170744637,0.172540984,0.007451852,0.015941304,0.013563865,0.021130468,0.2138379,0.191726284,0.172834542,0.174117818,0.001817733,1,0,0,0
NARELLAN VALE,0.016119403,0.020513076,0.019637311,0.01801305,0.020682054,0.020682054,0.021062865,0.021062865,0.020550055,0.026960423,0.029639125,0.040067594,0.019235284,0.02009218,0.019239503,0.018181818,0.018992284,0.018578689,0.017209037,0.01557377,0.000746233,0.000918676,0.001081264,0.001699213,0.019197105,0.020166536,0.018978427,0.019394132,0.016013072,0,1,5.96E-08,0
NARELLAN,0.104835821,0.099121581,0.095781986,0.087859572,0.071706432,0.068010892,0.06830849,0.06830849,0.034201227,0.026909295,0.02536756,0.032565416,0.093140289,0.086218075,0.080013212,0.076597403,0.091907037,0.08481213,0.076543512,0.077868852,0.001701321,0.000915568,0.000817838,0.00113734,0.09347342,0.086806106,0.079248678,0.0801263,0.007419675,1,0,0.6384827,1
NAROOMA,0.312238806,0.260331403,0.25758942,0.23628343,0.254408714,0.254408714,0.212896954,0.212896954,0.116486436,0.184205432,0.129372527,0.163715678,0.293033976,0.270409314,0.245757813,0.231038961,0.283621165,0.262434391,0.247125031,0.25,0.015225403,0.035030394,0.017531421,0.027136723,0.294689313,0.274065429,0.247010341,0.245703037,0.001307832,1,0,0.9963416,1
NARRABRI,0.102089552,0.090037932,0.086664663,0.07949637,0.06379668,0.06379668,0.064160726,0.057031756,0.014786315,0.01987779,0.027084947,0.013933013,0.084784629,0.078268591,0.074873044,0.068181818,0.08552269,0.075647755,0.072710219,0.073032787,0.000453082,0.000537577,0.000919393,0.000227635,0.08517149,0.078704188,0.075100413,0.070680248,0.004172841,0,1,0.10288125,0
NARRANDERA,0.04358209,0.035735676,0.032161106,0.037496554,0.031703838,0.031703838,0.032080363,0.032080363,0.012524086,0.028277842,0.035143705,0.032154298,0.039592286,0.034504144,0.0320796,0.033038961,0.039546206,0.032200283,0.030544001,0.031147541,0.000355886,0.001000548,0.001474163,0.001109794,0.039912583,0.034641716,0.031250568,0.036000687,0.012021904,1,0,0.22313973,0
NARRAWEENA,0.313432836,0.261329607,0.258591324,0.237202463,0.267375519,0.267375519,0.267660402,0.267660402,0.165040562,0.225226537,0.272118551,0.341966852,0.330352172,0.296738456,0.283163371,0.266883117,0.330516259,0.293301675,0.286151211,0.293032787,0.029456124,0.052002877,0.075445061,0.117490114,0.332580316,0.298525217,0.287661523,0.293197522,0.000204398,1,0,1,1
NARROMINE,0.170928716,0.144040727,0.140867649,0.129216065,0.123249481,0.123249481,0.114711601,0.096565133,0.064229655,0.084820383,0.070497931,0.028443654,0.145425246,0.140032136,0.126790801,0.113246753,0.13623002,0.137299009,0.121401191,0.120901639,0.005092743,0.007762073,0.005431984,0.000876436,0.146091118,0.141982575,0.128250913,0.117553803,0.006373355,0,0,0.96084964,1
