suburb,min12,min6,min4,min3,max12,max6,max4,max3,std12,std6,std4,std3,mean12,mean6,mean4,mean3,med12,med6,med4,med3,var12,var6,var4,var3,linreg12,linreg6,linreg4,linreg3,dist_syd_cbd,pprev_up2,prev_up2,Ypred2,Threshold
KELLYVILLE RIDGE,0.158925373,0.137053304,0.133854323,0.122782832,0.116312241,0.116312241,0.116655865,0.116655865,0.045406997,0.066997021,0.087293215,0.111851544,0.135783835,0.127882393,0.125242558,0.118571429,0.132325923,0.12271932,0.119973901,0.118032787,0.002759377,0.004945642,0.008181866,0.012753037,0.136111855,0.126913187,0.121390146,0.1143831,0.002139487,0,1,0,0
KELLYVILLE,0.182089552,0.151527251,0.148381926,0.136108814,0.133558091,0.107883817,0.105638367,0.105638367,0.069197047,0.036074635,0.032493182,0.04268512,0.164026625,0.135599312,0.127255274,0.119545455,0.157587727,0.134799633,0.124969415,0.123155738,0.005824803,0.00155563,0.001277466,0.001921675,0.165513829,0.136138311,0.125808753,0.121484153,0.001193868,0,1,0,0
KELSO,0.12238806,0.106608105,0.103296263,0.094752321,0.080653527,0.080653527,0.081011017,0.079066753,0.034575182,0.037792494,0.048303356,0.049649256,0.1089689,0.100637086,0.095206639,0.087012987,0.114045563,0.101974506,0.095506076,0.090983607,0.001732644,0.001694156,0.002657341,0.00258012,0.109431653,0.101458368,0.096196136,0.092254238,0.00246741,0,0,0.9983549,1
KIAMA DOWNS,0.011343284,0.009782392,0.006111612,0.005606102,0.008039419,0.008039419,0.008425146,0.008425146,0.007343583,0.015940448,0.020010341,0.024650267,0.009279109,0.007456165,0.005614962,0.006493506,0.008864597,0.00566525,0.003751733,0.005737705,0.000171245,0.000368791,0.00053868,0.00066627,0.009424944,0.007796101,0.005143304,0.007702165,0.032336636,1,1,9.21E-06,0
KIAMA,0.110447761,0.093631463,0.090271516,0.082804889,0.069631743,0.068983402,0.066947505,0.063836682,0.021014604,0.026695189,0.029101649,0.031187654,0.09535385,0.086006653,0.080921514,0.074675325,0.095351828,0.084187287,0.081437077,0.081967213,0.000772708,0.000902609,0.001046125,0.001046357,0.095890558,0.086610473,0.081147884,0.078250301,0.003535142,0,1,0.011870235,0
KILLARA,0.314626866,0.26232781,0.259593227,0.238121496,0.246304461,0.246304461,0.213869086,0.213869086,0.154859929,0.21481312,0.143837837,0.161916706,0.297550339,0.271262051,0.238935222,0.231948052,0.283437443,0.266016829,0.232220047,0.25,0.026087904,0.047377925,0.021557621,0.02654796,0.29946679,0.274776568,0.236432946,0.242994729,0.000204398,1,1,0,0
KILLARNEY HEIGHTS,0.059402985,0.053703334,0.050195371,0.046043562,0.068335062,0.068335062,0.068697343,0.058976021,0.071154472,0.092609703,0.120236366,0.104006046,0.064183184,0.066034279,0.06211552,0.050311688,0.058033254,0.066483379,0.059497594,0.044016393,0.006126611,0.00919098,0.015202616,0.011044524,0.064185008,0.067076372,0.063941443,0.050863356,0.006326369,0,1,0,0
KILLARNEY VALE,0.079044776,0.073168297,0.069732492,0.063964709,0.056340768,0.056016598,0.04860661,0.04860661,0.025813705,0.032095897,0.017438762,0.023858509,0.073451041,0.065301347,0.058358449,0.054675325,0.073190336,0.063150879,0.056765354,0.054918033,0.00107106,0.001257289,0.000424924,0.000626026,0.073946893,0.066294963,0.05821202,0.05750862,0.002698879,1,0,0.99812937,1
KINCUMBER,0.113313433,0.101597125,0.107303877,0.098428453,0.06716805,0.06716805,0.067530784,0.067530784,0.016583823,0.013106903,0.000804587,0.003441888,0.094009805,0.087878446,0.086371331,0.08187013,0.09466287,0.087311505,0.084903352,0.086065574,0.000537491,0.000266368,6.32E-06,2.02E-05,0.09430959,0.087631589,0.08518256,0.08369334,0.00786871,1,0,0.99994546,1
KINGS LANGLEY,0.127164179,0.109602715,0.106301974,0.09750942,0.091610477,0.091610477,0.076150356,0.076150356,0.035444392,0.0562253,0.025980926,0.033844871,0.106334354,0.099382646,0.091160563,0.087012987,0.10380305,0.093351662,0.08934834,0.092213115,0.001806515,0.003549271,0.000853436,0.001225222,0.106815294,0.10038126,0.090194101,0.090338605,0.00817826,1,1,0,0
KINGS PARK,0.110149254,0.112597325,0.109307685,0.10026652,0.076763485,0.076763485,0.077122489,0.077122489,0.029513256,0.018959083,0.024155401,0.03074668,0.100533699,0.096577775,0.092935882,0.088831169,0.100174536,0.094143131,0.091020308,0.094262295,0.001331989,0.000495441,0.000749685,0.001018037,0.100782345,0.09664174,0.091743453,0.091725787,1,1,0,1,1
KINGSCLIFF,0.099402985,0.125573967,0.122332432,0.112213951,0.088919865,0.086812759,0.087167855,0.087167855,0.052725016,0.025904164,0.028773041,0.036074855,0.116026687,0.108854372,0.106044342,0.099090909,0.115974646,0.107306507,0.105293206,0.103278689,0.003583725,0.000855522,0.001024924,0.0013862,0.116334594,0.109036348,0.105987496,0.103681979,0.003813872,1,0,2.11E-05,0
KINGSFORD,0.028059701,0.022759034,0.019136359,0.023067733,0.015171162,0.014846992,0.014257939,0.014257939,0.005036055,0.009959366,0.011352161,0.003019088,0.022316033,0.020183797,0.017360968,0.017896104,0.023011207,0.020203283,0.017983851,0.018770492,0.000106002,0.000171283,0.000208005,1.65E-05,0.022454449,0.020477413,0.016393145,0.018508977,0.032589015,1,1,0.000105202,0
KINGSGROVE,0.114029851,0.121481334,0.122332432,0.113592501,0.079032676,0.079032676,0.079390797,0.079390797,0.035046731,0.011509488,0.006124403,0.007592247,0.106202433,0.102102949,0.100057801,0.095194805,0.108947272,0.100433225,0.098360656,0.099590164,0.001772535,0.000215653,8.04E-05,7.60E-05,0.106323885,0.101830521,0.098785962,0.097802967,0.042356247,1,0,0.9999997,1
KINGSWOOD,0.447283582,0.39808345,0.403867348,0.370462274,0.351659751,0.29784751,0.274141283,0.264419961,0.176062243,0.099289035,0.041768831,0.019984909,0.411483746,0.352694931,0.338280831,0.315454545,0.401938269,0.339956677,0.331824484,0.331557377,0.033332524,0.010512201,0.002026838,0.000447161,0.414793324,0.353555523,0.336391146,0.322064127,0.000706564,0,1,0,0
KIRRAWEE,0.049552239,0.045717708,0.04418395,0.040529363,0.030731328,0.030731328,0.031108231,0.031108231,0.008302855,0.012807398,0.014394124,0.01783245,0.039958561,0.037583864,0.036476611,0.035454545,0.03986772,0.034970424,0.03494821,0.037295082,0.000201451,0.000256474,0.00030722,0.00036071,0.040068078,0.03744748,0.035176199,0.035445814,0.032414313,1,1,8.05E-06,0
KOONAWARRA,0.140298507,0.165502096,0.162408576,0.149434795,0.149377593,0.149377593,0.114128321,0.114128321,0.116500779,0.109354425,0.034166746,0.038160624,0.162331049,0.154394768,0.137236283,0.131584416,0.162686019,0.145255353,0.133635103,0.13852459,0.015228922,0.012670518,0.001400039,0.001545747,0.162713981,0.156552761,0.135861367,0.136881878,0.003940295,1,0,0,0
KOORINGAL,0.142686567,0.118586544,0.115319106,0.105780719,0.087396266,0.086164419,0.082955282,0.082955282,0.019754781,0.030294654,0.030515018,0.036906866,0.121202656,0.107712691,0.101089963,0.094155844,0.121486313,0.107889694,0.101011337,0.098770492,0.000701897,0.00113256,0.001139757,0.001448802,0.121999857,0.108361751,0.100807844,0.097604798,0.001977957,1,0,0.9826678,1
KORORA,0.564179104,0.470952286,0.468991083,0.43019943,0.421356328,0.377593361,0.324692158,0.324692158,0.227415065,0.175775246,0.067336131,0.086208929,0.506490332,0.426833737,0.396597993,0.373506494,0.480479515,0.411813713,0.388712177,0.385245902,0.054545221,0.03195624,0.00497696,0.007624098,0.510852446,0.429425277,0.392663068,0.379863396,0.000121425,0,1,5.76E-05,0
KOTARA,0.112835821,0.093631463,0.090271516,0.082804889,0.067038382,0.067038382,0.060272197,0.058976021,0.017724392,0.030439276,0.012295147,0.012181934,0.090481105,0.082320855,0.074821436,0.069675325,0.089610509,0.078980255,0.073586983,0.072336066,0.000594348,0.001142337,0.000236796,0.000177747,0.09100139,0.083131797,0.074034949,0.070818966,0.004726439,0,0,0.000406832,0
KURRI KURRI,0.229850746,0.19145538,0.18845807,0.172870141,0.165456432,0.15527749,0.140635126,0.136746598,0.068629608,0.074124278,0.058194618,0.060902749,0.212662889,0.183162316,0.169852607,0.157038961,0.209029947,0.180621511,0.170785417,0.169344262,0.005738721,0.005996208,0.003773055,0.003848627,0.214440911,0.184835269,0.170165204,0.163172288,0.001019347,0,1,0,0
KYOGLE,0.070447761,0.063885007,0.063220118,0.058910027,0.043698133,0.043698133,0.044069994,0.044069994,0.0125378,0.01640479,0.017239808,0.018788645,0.058291736,0.054546992,0.053300855,0.051688312,0.057642844,0.051903691,0.052279586,0.055737705,0.000356445,0.000387096,0.00041667,0.000397973,0.058493673,0.054450152,0.052532577,0.054337918,0.027887272,1,0,0.009968132,0
LAKE ALBERT,0.151044776,0.150529048,0.147380022,0.13518978,0.122568724,0.113070539,0.103694102,0.103694102,0.061566182,0.048534903,0.030962955,0.041612836,0.146336232,0.131777245,0.123694315,0.117142857,0.140930186,0.124857619,0.119566104,0.118852459,0.004720217,0.002693285,0.001170259,0.001828889,0.147070192,0.132645747,0.123003108,0.122111688,0.00278336,1,0,0,0
LAKE CATHIE,0.103880597,0.099620683,0.096282938,0.091995221,0.071900934,0.071900934,0.070382372,0.070382372,0.030022452,0.029594217,0.031313637,0.028958963,0.098023315,0.090122343,0.084079931,0.081844156,0.099026272,0.090852287,0.083068265,0.088114754,0.001370012,0.001085797,0.001194417,0.000907201,0.098451277,0.090491658,0.082697236,0.085212635,0.004172841,1,1,0,0
LAKE HAVEN,0.339701493,0.283290078,0.280633203,0.257421193,0.281963174,0.277100622,0.233506157,0.233506157,0.168023789,0.217038834,0.148171743,0.179414705,0.336040306,0.301037379,0.268609884,0.249480519,0.326520301,0.293843206,0.269920887,0.263278689,0.03048175,0.04834835,0.022844797,0.032548685,0.338178721,0.305921056,0.271136616,0.265625619,0.000714394,1,0,1,1
LAKE HEIGHTS,0.200597015,0.166999401,0.163911432,0.150353828,0.131224066,0.126685685,0.124951393,0.124951393,0.049052558,0.060893727,0.063531771,0.080859924,0.171751779,0.15299938,0.143449899,0.134363636,0.169254088,0.151212197,0.138487888,0.132786885,0.003156863,0.004126169,0.004455778,0.006719581,0.172794256,0.154029765,0.143808044,0.141783256,0.001483223,1,0,9.64E-05,0
LAKE MUNMORAH,0.098308537,0.081486724,0.078081755,0.07162338,0.074170124,0.074170124,0.074530136,0.074530136,0.045086973,0.058913939,0.078187725,0.091415454,0.092330013,0.084179033,0.079607242,0.072112571,0.094203564,0.08481213,0.079031074,0.070327869,0.002725732,0.003876234,0.006621504,0.008559346,0.092948855,0.085206567,0.081634053,0.079496572,0.005645691,1,0,8.94E-06,0
LAKEMBA,0.530746269,0.443002595,0.440937782,0.404466501,0.403526971,0.385892116,0.386130914,0.322747894,0.20283551,0.253863533,0.303079641,0.142144149,0.48741607,0.433077747,0.408942653,0.359480519,0.473773654,0.425143714,0.385857597,0.366393443,0.043744475,0.065831647,0.093346559,0.020502341,0.490736769,0.437345053,0.416507642,0.373257765,0.000766023,0,0,0,0
LALOR PARK,0.12119403,0.105210621,0.101893598,0.093465674,0.08344139,0.074040456,0.074065327,0.074065327,0.036236009,0.023367306,0.028372736,0.037839244,0.105688934,0.094898066,0.090393213,0.084904623,0.106053647,0.093893193,0.090938749,0.091803279,0.001875085,0.000712893,0.000999387,0.001520598,0.106191742,0.09529697,0.090290151,0.089274887,0.002578527,1,0,0.43005738,1
LAMBTON,0.083940299,0.082351767,0.086263901,0.079128757,0.056275934,0.056275934,0.056642903,0.056642903,0.022323696,0.015573404,0.009121467,0.013849969,0.074335689,0.070812426,0.069898022,0.066467532,0.074085982,0.070024161,0.067775875,0.068442623,0.000849596,0.000354625,0.000146928,0.000225131,0.074455967,0.07061014,0.069161987,0.06902884,0.007419675,1,0,0.9759797,1
LANE COVE NORTH,0.155701493,0.129466959,0.126239856,0.11579818,0.124092324,0.109180498,0.094620868,0.09397278,0.065799433,0.069231526,0.052361318,0.054490223,0.148355155,0.123484806,0.112072169,0.102779221,0.146105089,0.123552445,0.110920806,0.103114754,0.005318838,0.005264158,0.003091566,0.003094832,0.14982464,0.125024314,0.111994075,0.105505133,0.001172205,0,1,0,0
LANE COVE,0.109253731,0.106109004,0.102795311,0.094292804,0.066390041,0.066390041,0.06610499,0.06610499,0.016122015,0.005492188,0.004492606,0.008324625,0.094015237,0.087289282,0.083543206,0.079220779,0.095351828,0.08481213,0.082048773,0.083196721,0.000515198,7.01E-05,5.17E-05,8.94E-05,0.094362754,0.087393006,0.082315577,0.080826497,0.005787985,1,0,0.007700056,0
LARGS,0.259701493,0.216410461,0.213505661,0.19584597,0.19346473,0.19346473,0.174983798,0.174983798,0.089978596,0.122400999,0.118354315,0.130135181,0.249903484,0.219428314,0.205441559,0.188311688,0.252204667,0.218112139,0.209281462,0.199180328,0.009413933,0.015767417,0.014743472,0.017211234,0.251716201,0.22148054,0.206740817,0.196491089,0.000706564,0,1,0.8378837,1
LAVINGTON,0.139701493,0.116091036,0.112814347,0.103483136,0.081301867,0.081301867,0.077446533,0.074530136,0.00879966,0.021797588,0.017170158,0.0152229,0.114317919,0.101384112,0.095413071,0.088701299,0.113678119,0.099183537,0.094282685,0.094262295,0.000217806,0.000631038,0.000413799,0.000268297,0.115156927,0.102037397,0.095128401,0.091791843,0.003183672,0,0,8.40E-05,0
LAWRENCE,0.143880597,0.119584747,0.11632101,0.106699752,0.087979772,0.087979772,0.082436811,0.082436811,0.01809728,0.031278893,0.02860804,0.033079789,0.119200557,0.107599932,0.101420255,0.094311688,0.117444424,0.106140132,0.101582253,0.099098361,0.000613492,0.001199917,0.001014359,0.001172278,0.119929903,0.10822121,0.101493921,0.098648488,0.003437157,1,0,0.7983054,1
LAWSON,0.077014925,0.071670992,0.068930969,0.063229483,0.044476141,0.044476141,0.044847699,0.044847699,0.007777438,0.007217405,0.006691275,0.010949856,0.063688868,0.059381519,0.057057925,0.053714286,0.063039684,0.059068566,0.056887693,0.057295082,0.000184682,0.000104481,9.16E-05,0.000146311,0.063929414,0.059408445,0.056185595,0.054654988,0.010713894,0,1,9.32E-05,0
LEETON,0.253731343,0.211419445,0.208496143,0.191250804,0.203254668,0.174662863,0.157485418,0.157485418,0.091653277,0.095948737,0.073405796,0.087632874,0.237068322,0.208363872,0.19150737,0.178181818,0.229928348,0.203740731,0.194804665,0.193442623,0.009740165,0.009840394,0.005867989,0.007874509,0.238805842,0.210377786,0.191792523,0.18592208,0.000458521,0,1,0,0
LEICHHARDT,0.20358209,0.169494909,0.166416191,0.152651411,0.13628112,0.13628112,0.11860013,0.11860013,0.048250205,0.072409403,0.039916781,0.048400317,0.173901319,0.156960027,0.143305396,0.133766234,0.170907588,0.152711822,0.141179349,0.136885246,0.003067136,0.00573422,0.001863561,0.002454915,0.175001795,0.158081849,0.141449939,0.134266048,0.001817733,0,0,0.9999442,1
LEMON TREE PASSAGE,0.697910448,0.590736674,0.589219517,0.540483411,0.554266079,0.489432054,0.406351264,0.406351264,0.308210199,0.244650338,0.080171442,0.094224075,0.616760984,0.549247336,0.506729697,0.475194805,0.578541246,0.52345247,0.505953837,0.504508197,0.098424956,0.06120496,0.006947415,0.009086316,0.620865093,0.553478169,0.503366774,0.485751655,0.000207681,1,0,2.98E-08,0
LENNOX HEAD,0.080597015,0.074416051,0.070984871,0.065113501,0.066065871,0.061786826,0.062151653,0.062151653,0.041202118,0.038919203,0.052647029,0.068751823,0.075228098,0.068155551,0.065015895,0.061493506,0.07390226,0.066483379,0.060884104,0.058278689,0.002333385,0.001788194,0.003123371,0.004882956,0.075544972,0.068617266,0.065381749,0.066664024,1,1,0,1,1
LEPPINGTON,0.034029851,0.02775005,0.0291053,0.029041448,0.021006224,0.021006224,0.021386909,0.021386909,0.008784187,0.017761787,0.012382488,0.012874658,0.028369511,0.02592744,0.024596425,0.024415584,0.028224325,0.025243689,0.02373379,0.025,0.00021729,0.000443043,0.000239552,0.000196751,0.028490821,0.02600293,0.023553787,0.024810749,0.024165868,1,0,0.86621666,1
LETHBRIDGE PARK,0.154925373,0.128818127,0.125588618,0.115200809,0.109180498,0.094917012,0.095268957,0.095268957,0.037025398,0.036329705,0.044143892,0.056101958,0.136905166,0.118459999,0.112061847,0.10474026,0.135541062,0.11872032,0.110757687,0.108196721,0.001944691,0.001575828,0.002246194,0.003276574,0.137948612,0.119196914,0.112378006,0.110650919,0.001480526,1,0,0.99978876,1
LEUMEAH,0.094925373,0.082651228,0.079250576,0.072695524,0.066390041,0.066390041,0.066753078,0.066753078,0.031254894,0.042125356,0.051241439,0.060950352,0.081707759,0.077042341,0.075698774,0.069480519,0.079276134,0.074314755,0.075727918,0.070901639,0.001464152,0.002069578,0.002968466,0.00385453,0.081903379,0.076756849,0.074159897,0.067417066,0.011070365,0,1,0,0
LEURA,0.064358209,0.06468357,0.061216311,0.056152927,0.044670643,0.044670643,0.045042126,0.043421905,0.021230117,0.01487388,0.020913378,0.02257458,0.05871078,0.057140441,0.054333017,0.05,0.059066691,0.055902691,0.05452247,0.053688525,0.000785134,0.000328368,0.000581742,0.000563423,0.058795404,0.05748022,0.05423641,0.051893834,0.009475102,0,0,1,1
LEWISHAM,0.256119403,0.246356558,0.243562769,0.223416965,0.230809129,0.203189834,0.203499676,0.203499676,0.159705335,0.127184668,0.154076076,0.177694765,0.266614804,0.233318769,0.231772016,0.224935065,0.259186111,0.222506873,0.231118995,0.254098361,0.027665551,0.016987599,0.024658417,0.031931781,0.267923943,0.232275789,0.230653545,0.239427688,0.000712591,1,0,0.000577569,0
LIDCOMBE,0.046447761,0.044969056,0.041428715,0.038002022,0.025674274,0.025674274,0.026053143,0.026053143,0.004858825,0.001860366,0.00341971,0.007352518,0.038891551,0.035709252,0.033369803,0.031545455,0.040349991,0.034824627,0.033113123,0.033606557,0.000101424,1.70E-05,3.57E-05,7.19E-05,0.039112209,0.035979105,0.032904422,0.032816773,0.018376157,1,0,0.99523425,1
LILYFIELD,0.128358209,0.109602715,0.106301974,0.09750942,0.078060166,0.078060166,0.078418665,0.066753078,0.016174829,0.027511983,0.036902239,0.003667101,0.102795761,0.09370243,0.089426531,0.080779221,0.099255925,0.090227443,0.084495555,0.08442623,0.000517726,0.000952534,0.001612365,2.24E-05,0.103368595,0.094206443,0.089744289,0.083006355,0.004701452,0,0,0.088403076,0
LINDFIELD,0.081791045,0.074665602,0.071235347,0.071776491,0.055368257,0.055368257,0.051198963,0.051198963,0.01858265,0.023260952,0.019639282,0.011480844,0.073652027,0.067063201,0.062177449,0.060779221,0.07307551,0.065233692,0.062066716,0.063934426,0.00063882,0.000707192,0.000521455,0.000159487,0.07400947,0.067368698,0.060529233,0.062000449,0.005553336,1,1,0.030339539,0
LISAROW,0.313432836,0.271311639,0.26861036,0.246392795,0.216610477,0.216610477,0.186001296,0.184057032,0.092181301,0.103549914,0.050674959,0.049995251,0.276644699,0.246039353,0.227963338,0.211974026,0.271495499,0.240189953,0.224410733,0.217295082,0.00984417,0.011401308,0.002907145,0.002615356,0.278371582,0.248188986,0.227654799,0.218963444,0.001100794,0,0,0.15307567,0
LISMORE HEIGHTS,0.303880597,0.253343981,0.250576095,0.229850198,0.230744295,0.211099585,0.202851588,0.187297472,0.111563842,0.123788847,0.119158039,0.092062743,0.295936243,0.249408017,0.231039181,0.209090909,0.296757303,0.252061985,0.227224533,0.218852459,0.014041648,0.016116741,0.014938688,0.008679399,0.298827932,0.251750862,0.232684514,0.215911643,0.001126022,0,1,0.09440887,0
LISMORE,0.090746269,0.080055899,0.086464282,0.079312563,0.060230809,0.060230809,0.05573558,0.054277382,0.020068242,0.025607438,0.005309972,0.004299973,0.078704611,0.073102836,0.070217993,0.065701299,0.079827301,0.071377989,0.068897317,0.068852459,0.000719224,0.00083818,6.54E-05,2.89E-05,0.078970718,0.073090411,0.069445959,0.067066968,0.010713894,0,1,0.99999875,1
LITHGOW,0.029492537,0.032241964,0.03055806,0.028030512,0.028170384,0.028170384,0.028548283,0.022034997,0.020600602,0.026441249,0.030551017,0.017220394,0.031616482,0.029324294,0.028725073,0.02438961,0.031049054,0.02745147,0.026792268,0.025,0.000749093,0.000887358,0.001142193,0.000337815,0.031709992,0.02955806,0.028969704,0.024652214,0.037511009,0,0,0,0
LIVERPOOL,0.096119403,0.079656618,0.103296263,0.094752321,0.076698651,0.076698651,0.07705768,0.07705768,0.037103643,0.061526443,0.034176518,0.045060654,0.094849445,0.085287816,0.088869163,0.084623377,0.094203564,0.086020162,0.085474268,0.085983607,0.001951657,0.004207686,0.001400771,0.002135403,0.095316624,0.084248256,0.088299438,0.088766465,0.039079895,1,0,0.9906111,1
LLANARTH,0.123104478,0.126073068,0.122833383,0.112673468,0.079324429,0.079032676,0.079390797,0.079066753,0.026042059,0.006155222,0.00733713,0.009221542,0.110893398,0.104287647,0.100573882,0.094415584,0.113035091,0.102141131,0.09917625,0.098360656,0.001086385,8.26E-05,0.000105187,0.000107319,0.111206065,0.104374878,0.099808262,0.09720846,0.007100714,0,0,3.21E-05,0
LOFTUS,0.039522388,0.032341785,0.031559964,0.028949545,0.019579876,0.019579876,0.019961115,0.018146468,0.000332714,0.006871819,0.004565071,0.002200261,0.029059537,0.025511642,0.024648033,0.022701299,0.028936248,0.024577189,0.02373379,0.023770492,5.46E-06,9.71E-05,5.29E-05,1.02E-05,0.029271642,0.025631339,0.024398888,0.023582101,0.030320006,0,1,8.94E-08,0
LONG BEACH,0.087761194,0.093631463,0.090271516,0.082804889,0.064445021,0.064445021,0.064808814,0.064808814,0.037722948,0.020990056,0.022873504,0.031118426,0.080605829,0.079466652,0.078072747,0.074285714,0.083180231,0.07648088,0.077155208,0.079508197,0.002007218,0.000590834,0.000680785,0.001041886,0.080588398,0.079399023,0.077612998,0.078118188,0.038556604,1,0,0.9997009,1
LONG JETTY,0.129552239,0.112796965,0.109508065,0.100450326,0.103280602,0.103280602,0.103629294,0.084899546,0.060215423,0.081153551,0.095384609,0.05552707,0.117698983,0.112060946,0.107406796,0.093298701,0.112392063,0.106056819,0.102846424,0.098360656,0.004536628,0.007131113,0.009706613,0.003211154,0.118119257,0.112850636,0.109608709,0.097195249,0.00246741,0,0,1,1
LUGARNO,0.136716418,0.119910361,0.116647831,0.108537818,0.097510373,0.097510373,0.097861309,0.097861309,0.036087537,0.055609429,0.073871557,0.079244676,0.120102759,0.111070953,0.106091037,0.10425974,0.118638618,0.110597351,0.100970557,0.109344262,0.001862131,0.003476396,0.005939385,0.006457664,0.120593608,0.111077463,0.104281719,0.109058962,0.006704933,1,1,0,0
LURNEA,0.115701493,0.105609902,0.102294359,0.093833287,0.072873444,0.072873444,0.07323396,0.07323396,0.019334889,0.023621753,0.025893664,0.032660802,0.097736192,0.090911654,0.086990628,0.083298701,0.096270439,0.087394818,0.084577114,0.087459016,0.00067899,0.000726622,0.000848326,0.001143779,0.098146193,0.090973995,0.085932247,0.086401649,0.007789323,1,0,0.8597967,1
MACKSVILLE,0.289074627,0.240966261,0.23815249,0.218454186,0.196706432,0.170124481,0.165424498,0.161697991,0.072066705,0.041109952,0.037972087,0.034583601,0.24736206,0.211936912,0.20334627,0.189246753,0.242720007,0.207073232,0.20112552,0.198770492,0.00626984,0.001978254,0.001699447,0.00127745,0.249262636,0.212561796,0.202915145,0.195315287,0.001340306,0,0,0.6337809,1
MACLEAN,0.086925373,0.072669195,0.06923154,0.063505193,0.055238589,0.055238589,0.048930655,0.044718082,0.020520234,0.028315187,0.017030153,0.009363642,0.072601313,0.064216046,0.058255233,0.053376623,0.071697593,0.061901191,0.056561455,0.056147541,0.000744548,0.001002919,0.000408058,0.0001103,0.07310327,0.065131282,0.058302892,0.055526931,0.002698879,0,0,0.001669526,0
MACQUARIE FIELDS,0.090547343,0.074998403,0.071569382,0.065649665,0.170124481,0.150674274,0.151004537,0.151004537,0.175868646,0.254586678,0.33221945,0.404412047,0.200802267,0.166633788,0.155656951,0.139437247,0.205814808,0.180621511,0.183794144,0.191393443,0.033262372,0.06620193,0.111933984,0.164136513,0.202992126,0.169866328,0.164099567,0.164233602,0.000567267,1,1,0,0
MACQUARIE HILLS,0.282626866,0.235575963,0.23274221,0.213491407,0.279693983,0.189574689,0.187297472,0.187297472,0.222861684,0.113078307,0.114270158,0.143295132,0.276303256,0.220753228,0.205689278,0.196155844,0.265524527,0.211947013,0.19419297,0.192622951,0.052454655,0.013520003,0.0137713,0.020832882,0.278976076,0.22142882,0.202560747,0.199344721,0.000767515,0,1,1,1
MALUA BAY,0.289552239,0.241365542,0.238553251,0.218821799,0.42621888,0.42621888,0.426441996,0.426441996,0.46350252,0.596359807,0.735063603,0.898775232,0.393686016,0.333089023,0.35221502,0.346753247,0.359796987,0.292010331,0.330804991,0.360655738,0.218836555,0.357405048,0.541691612,0.808018793,0.396126924,0.328849507,0.352952402,0.380391846,0.000347153,1,1,0,0
MANILLA,0.060776119,0.059592733,0.056206793,0.051557761,0.037863071,0.037863071,0.0382372,0.0382372,0.013628119,0.009700771,0.010546603,0.016217689,0.050415106,0.048711733,0.047211098,0.044857143,0.050981995,0.046988253,0.046774325,0.048114754,0.000402062,0.000164346,0.000184809,0.000301923,0.050492865,0.048642991,0.046212493,0.045446739,0.013710446,0,1,2.30E-05,0
MANLY,0.066268657,0.060890397,0.057409077,0.052660601,0.042984959,0.042984959,0.043097861,0.042579391,0.021253669,0.018898839,0.02379724,0.028316457,0.05663496,0.055709816,0.052351265,0.048285714,0.053876539,0.055527785,0.053380638,0.052459016,0.000786497,0.000492737,0.000730106,0.000868924,0.056770581,0.056212539,0.052673427,0.051471074,0.01477164,0,0,1,1
MANNERING PARK,0.307462687,0.295268517,0.292656046,0.276812793,0.202541494,0.202541494,0.198963513,0.198963513,0.053997787,0.034878035,0.030838845,0.022683987,0.276342111,0.255948117,0.246955266,0.235870312,0.275675179,0.250229109,0.243984993,0.246721311,0.003737856,0.0014626,0.001161768,0.000568629,0.277383011,0.255415138,0.243293841,0.24012807,0.001578003,1,1,0,0
MARAYONG,0.127164179,0.109602715,0.106301974,0.09750942,0.075466805,0.075466805,0.071289695,0.071289695,0.012975238,0.01999577,0.012770733,0.018449769,0.10398732,0.093519197,0.088745304,0.084285714,0.103277145,0.090519037,0.087635593,0.089754098,0.000374466,0.00054311,0.000251986,0.000384559,0.104598369,0.093757835,0.087935954,0.087498183,0.004128169,1,0,0.9904318,1
MAROUBRA,0.045970149,0.04332202,0.039775574,0.036485617,0.027489627,0.027489627,0.02786779,0.02786779,0.00673012,0.009164535,0.011754153,0.017747573,0.037882741,0.03563173,0.034123281,0.032493506,0.037617123,0.034158127,0.034132616,0.035655738,0.000152878,0.000150383,0.000220062,0.00035749,0.038017466,0.035714326,0.033445105,0.033424491,0.035375753,1,0,0.9092294,1
MARRICKVILLE,0.178985075,0.15122779,0.148081355,0.135833104,0.128760373,0.126361515,0.116007777,0.116007777,0.072505246,0.082783825,0.06343095,0.082084976,0.164154666,0.14471162,0.131002023,0.123480519,0.171366893,0.142714321,0.125968518,0.122704918,0.006339279,0.007408342,0.004442357,0.006921698,0.16525394,0.146439417,0.131267833,0.130976444,0.001433364,1,0,0.000168741,0
MARSDEN PARK,0.112835821,0.103613496,0.100290552,0.091995221,0.077249741,0.077249741,0.077608555,0.068373299,0.029820436,0.034329243,0.044259232,0.023316481,0.09753055,0.091905339,0.087413814,0.078571429,0.095122175,0.089602599,0.083476062,0.080327869,0.001354866,0.001420884,0.002257132,0.000599196,0.097834791,0.092314758,0.087290769,0.079109033,0.015768492,0,1,0.99998534,1
