suburb_postcode,min12,min6,min4,min3,max12,max6,max4,max3,std12,std6,std4,std3,mean12,mean6,mean4,mean3,med12,med6,med4,med3,var12,var6,var4,var3,linreg12,linreg6,linreg4,linreg3,dist_syd_cbd,pprev_up2,prev_up2,is_up2
QUEANBEYAN WEST,472000,507000,507000,554000,632500,631250,631250,631250,49534.657480058,38517.3121249826,45603.376725304,31597.0726492186,555875,572750,570187.5,591250,558000,575250,571250,588500,2453682291.66667,1483583333.33333,2079667968.75,998375000,104527.662337662,251776.470588235,458829.545454546,876187.5,244.463051350892,1,0,1
QUEANBEYAN,450000,475000,475000,475000,552500,545000,545000,545000,30186.5941893086,22657.6268738709,26070.8170182678,30092.450142113,508062.5,520416.666666667,516250,516666.666666667,513250,525000,522500,530000,911230468.75,513368055.555556,679687500,905555555.555556,95670,230338.235294118,425454.545454546,792500,244.463051350892,1,0,0
RABY,552500,552500,552500,552500,660000,660000,643000,643000,33030.3088402657,34911.1968667169,35417.7634634091,38926.3906481052,621312.5,626250,612687.5,606416.666666667,630750,637250,627625,623750,1091001302.08333,1218791666.66667,1254417968.75,1515263888.88889,117117.402597403,278036.764705882,507113.636363636,932250,42.5135939336916,1,0,0
RANDWICK,2125000,2335000,2335000,2335000,2570000,2530000,2450000,2350000,113353.82014589,79875.1195443376,47610.8902983341,6561.67322834318,2393125,2417083.33333333,2368125,2340833.33333333,2405000,2400000,2343750,2337500,12849088541.6667,6380034722.22222,2266796875,43055555.5555556,451018.181818182,1070779.41176471,1945681.81818182,3515000,6.31202869847443,0,0,0
RANKIN PARK,464000,540500,540500,540500,652500,652500,623000,623000,59938.347230717,36666.7613635141,30948.2935716979,33690.5855626695,570562.5,605416.666666667,587125,581166.666666667,576250,614000,592500,580000,3592605468.75,1344451388.88889,957796875,1135055555.55556,107235.844155844,268911.764705882,483954.545454546,882500,113.842127332287,1,0,1
RATHMINES,470000,502500,502500,502500,685000,685000,685000,644000,73675.0328402987,72008.9211294144,71149.8199224706,58103.8342586404,561137.291666667,590583.333333333,597875,568833.333333333,545000,602000,602000,560000,5428010464.0191,5185284722.22222,5062296875,3376055555.55556,105599.075324675,261820.588235294,499704.545454545,867625,97.9631028457997,0,1,0
RAYMOND TERRACE,341000,385000,385000,385000,406000,406000,406000,406000,21176.3429326218,8076.45755679225,8923.28414878737,9186.34251968045,375750,394750,395500,397833.333333333,377500,393750,395500,402500,448437500,65229166.6666667,79625000,84388888.8888889,70654.1558441558,174176.470588235,323909.090909091,602000,170.078601369709,1,0,0
REDFERN,1181250,1181250,1181250,1181250,1950000,1510000,1500000,1500000,187924.218020855,117202.674943403,113295.572370459,130145.484832253,1449312.5,1385291.66666667,1335437.5,1342083.33333333,1430000,1402500,1330250,1345000,35315511718.75,13736467013.8889,12835886718.75,16937847222.2222,273541.298701299,613383.823529412,1083772.72727273,1974375,6.06564703791804,1,0,1
REDHEAD,720400,760000,900000,900000,1137500,1137500,1137500,1017500,114739.195811874,114686.317356906,89396.8504758417,48261.4407852342,920116.666666667,947916.666666667,1000625,955000,922500,936250,982500,947500,13165083055.5556,13152951388.8889,7991796875,2329166666.66667,172837.116883117,415191.176470588,827954.545454545,1415000,106.023085133387,0,0,1
REVESBY,801000,801000,801000,801000,1100000,1075000,1033750,998000,78900.7132545919,93839.596075786,88639.4337682163,82770.0965862001,1002512.5,985625,943437.5,913333.333333333,1015875,1015875,969500,941000,6225322552.08333,8805869791.66667,7856949218.75,6850888888.88889,189298.051948052,440004.411764706,789068.181818182,1419250,24.3624859436491,0,0,0
RICHMOND,615000,615000,615000,615000,857500,857500,760000,725000,67994.319105022,76979.6600119509,53502.3363975817,47081.4896394185,722208.333333333,719583.333333333,700000,680000,712500,712500,712500,700000,4623227430.55556,5925868055.55556,2862500000,2216666666.66667,136265.194805195,320632.352941176,582045.454545455,1041250,63.2305607853434,0,1,0
RIVERSTONE,685000,725000,725000,725000,803500,799500,774000,750000,32609.5043554108,25488.1508417801,19305.115902268,10801.2344973464,747854.166666667,756250,744750,735000,749875,754500,740000,730000,1063379774.30556,649645833.333333,372687500,116666666.666667,140915.51948052,335061.764705882,613136.363636364,1108750,42.6889861690186,0,0,0
RIVERWOOD,900000,900000,900000,900000,1103000,1099444,1099444,1051800,68409.4585167545,67272.4946434689,78402.1719278235,62750.3696314921,1023270.33333333,1016040.66666667,1001561,968933.333333333,1045000,1045000,1003400,955000,4679854014.55556,4525588535.55556,6146900563,3937608888.88889,192983.312207792,449828.070588235,823957.454545455,1429200,21.770867936293,0,0,1
ROOTY HILL,637500,637500,637500,637500,747000,747000,658750,658750,30965.6157316287,38904.3743970035,9201.51991520966,9483.17223061754,675270.833333333,673041.666666667,647812.5,645416.666666667,660000,656875,647500,640000,958869357.638889,1513550347.22222,84667968.75,89930555.5555556,127409.675324675,299058.823529412,531647.727272727,973437.5,37.8917970104877,1,0,0
ROPES CROSSING,621000,621000,621000,621000,700000,697500,678000,661000,25434.2698604331,25468.3899940473,20892.5824157762,18624.953392932,665850,668333.333333333,655000,647333.333333333,667675,669500,660500,660000,646902083.333333,648638888.888889,436500000,346888888.888889,125536.87012987,296285.294117647,539818.181818182,981000,45.3049331390479,0,0,0
ROSE BAY,2900000,3060000,3060000,3550000,4580000,4580000,4360320,4360320,520465.297538334,503650.532280734,487562.887430945,331486.383967058,3829575,3891720,3742580,3970106.66666667,3950000,3900000,3775000,4000000,270884125941.667,253663858666.667,237717569200,109883222755.556,720789.906493507,1716960,2963225.45454545,5752580,1.99520833598527,1,1,1
ROSEBERY,1191250,1225000,1225000,1225000,1900000,1810000,1810000,1810000,247532.793970763,226571.364769102,241423.998133988,264267.856539535,1437784.16666667,1476000,1553125,1597500,1321750,1391750,1588750,1757500,61272484090.9722,51334583333.3333,58285546875,69837500000,270766.602597403,640479.411764706,1232045.45454545,2250000,8.6264317594639,0,1,1
ROSELANDS,850000,850000,850000,850000,1168000,970000,950000,950000,100465.641152004,44556.5534835599,37472.6462736487,42332.1850237959,991187.5,919375,896562.5,892083.333333333,965000,930000,893125,876250,10093345052.0833,1985286458.33333,1404199218.75,1792013888.88889,187432.402597403,407191.176470588,733579.545454545,1331562.5,19.9417636008674,0,1,0
ROSEMEADOW,492500,492500,492500,492500,620000,610000,610000,555500,38180.8857264229,43032.6103734779,42163.9286001672,26386.0232362177,571564.75,566833.333333333,548625,528166.666666667,581250,577750,546000,536500,1457780034.85417,1851805555.55556,1777796875,696222222.222222,107855.008311688,252470.588235294,457318.181818182,808000,58.3603587400797,0,0,0
ROSEVILLE,2160000,2475000,2475000,2475000,3160000,3100000,3100000,3100000,274801.933091009,211530.467991939,245165.76025212,260138.851812301,2742291.66666667,2764166.66666667,2807500,2751666.66666667,2715000,2705000,2827500,2680000,75516102430.5556,44745138888.8889,60106250000,67672222222.2222,516492.207792208,1221176.47058824,2331363.63636364,4232500,10.5167098314299,1,0,1
ROUSE HILL,930000,935000,935000,935000,1165000,1165000,1165000,1165000,88455.261761714,92229.3337284836,98130.9711558996,102089.285540757,1054000,1077500,1046250,1021666.66666667,1076500,1120000,1042500,965000,7824333333.33333,8506250000,9629687500,10422222222.2222,198572.987012987,479676.470588235,873181.818181818,1590000,33.302373163945,1,0,0
ROZELLE,1350000,1350000,1350000,1350000,1810000,1730000,1635000,1600000,118189.312298814,124119.118412739,110713.241642542,102611.727724791,1618875,1579166.66666667,1520625,1482500,1630000,1617500,1548750,1497500,13968713541.6667,15405555555.5556,12257421875,10529166666.6667,305810,703838.235294118,1265909.09090909,2286250,7.86494982869834,0,0,0
RUSE,550000,565000,565000,565000,630000,630000,607500,607500,26552.4899439247,24037.7307581227,16375.9541706735,17598.9267349524,601916.666666667,601750,587625,584166.666666667,606250,602750,589000,580000,705034722.222222,577812500,268171875,309722222.222222,113495.714285714,266685.294117647,482409.090909091,880000,58.3603587400797,0,1,0
RUTHERFORD,339000,389000,407500,407500,434500,434500,434500,415000,27199.3249348163,14310.2557677663,10326.8366253902,3076.00480421529,390489.583333333,409229.166666667,417218.75,411458.333333333,396250,409687.5,413437.5,411875,739803276.909722,204783420.138889,106643554.6875,9461805.55555555,73403.1493506494,180130.882352941,342732.954545455,616093.75,127.168934458739,0,1,0
RYDALMERE,940000,940000,940000,940000,1355000,1300000,1300000,1055000,130520.825019952,137101.062683295,133837.588143242,48705.4639873415,1170708.33333333,1135416.66666667,1080000,1006666.66666667,1201500,1127500,1040000,1025000,17035685763.8889,18796701388.8889,17912500000,2372222222.22222,221182.207792208,507823.529411765,908863.636363636,1538750,20.9159591141096,0,0,0
RYDE,1300000,1300000,1300000,1300000,1850000,1730000,1485000,1410000,183379.426023992,168982.350327548,71282.8871469163,45886.3329931207,1577333.33333333,1494583.33333333,1382500,1348333.33333333,1600000,1447500,1372500,1335000,33628013888.8889,28555034722.2222,5081250000,2105555555.55556,298281.558441558,669205.882352941,1145454.54545455,2050000,14.5127255488063,0,0,0
SALAMANDER BAY,548750,655000,655000,655000,730000,730000,730000,730000,48939.5309639582,25374.965790891,28804.2965545073,30822.0700148449,650270.833333333,688666.666666667,688750,695000,652500,686000,685000,700000,2395077690.97222,643888888.888889,829687500,950000000,122236.493506494,303870.588235294,563181.818181818,1050000,15203.2192252038,1,0,1
SAN REMO,385000,430000,430000,430000,492500,492500,492500,465000,33904.3538256274,20729.7424543148,24027.0030382484,14613.540144522,441625,461833.333333333,457125,445333.333333333,438000,467500,453000,441000,1149505208.33333,429722222.222222,577296875,213555555.555556,83044.9350649351,204632.352941176,378318.181818182,674000,76.6157628802206,0,0,1
SANCTUARY POINT,350000,415000,415000,415000,440300,440300,440300,440300,27856.2143974294,9323.37638531354,11169.1749359566,10660.7014570128,406691.666666667,427258.333333333,425887.5,429516.666666667,415000,430000,424125,433250,775968680.555556,86925347.2222222,124750468.75,113650555.555556,76436.0519480519,188572.352941176,348293.181818182,648837.5,126.11448510659,1,1,0
SANDY BEACH,366500,395000,395000,395000,489625,485000,485000,459000,37870.4660721364,29522.1197673127,33804.5854877707,26127.8905896872,442218.75,448333.333333333,441500,427000,453750,457000,443000,427000,1434172200.52083,871555555.555556,1142750000,682666666.666667,83309.8701298701,198558.823529412,363727.272727273,632500,457.06336376454,0,0,1
SANS SOUCI,1205000,1205000,1205000,1210000,1750000,1750000,1750000,1750000,176353.156376315,224442.596595804,251805.97689491,237077.108881384,1524208.33333333,1498750,1457500,1541666.66666667,1528750,1563750,1437500,1665000,31100435763.8889,50374479166.6667,63406250000,56205555555.5556,288070.38961039,665029.411764706,1194090.90909091,2447500,19.0273206880173,1,0,0
SAPPHIRE BEACH,590000,635000,635000,725000,755000,755000,740000,740000,55703.4926842314,41443.1504862049,41884.3273194163,6561.67322834318,679941.666666667,709583.333333333,706875,730833.333333333,691400,726250,726250,727500,3102879097.22222,1717534722.22222,1754296875,43055555.5555556,127896.935064935,312558.823529412,571250,1093125,438.716450553917,1,0,1
SARATOGA,654500,720000,795000,795000,842500,842500,835000,835000,58573.1380412557,40382.201800078,16516.5636559183,16391.054470859,766750,801166.666666667,811125,816000,790000,807250,807250,818000,3430812500,1630722222.22222,272796875,268666666.666667,144212.467532468,353076.470588235,663363.636363636,1229750,44.1043134687982,1,1,0
SAWTELL,555000,640000,640000,640000,889000,889000,730000,730000,85505.8782092397,86378.3666332157,34046.8427317424,37043.5179514881,652375,709333.333333333,681750,688333.333333333,632250,678500,678500,695000,7311255208.33333,7461222222.22222,1159187500,1372222222.22222,122581.818181818,315917.647058824,560090.909090909,1055000,425.719569635981,1,0,0
SCHOFIELDS,650000,732500,732500,732500,883000,883000,874500,832500,73836.5901875272,54011.8942661912,52632.4222794277,40939.657491918,787541.25,830083.333333333,807125,784666.666666667,792000,850750,810750,789000,5451842050.52083,2917284722.22222,2770171875,1676055555.55556,148122.257142857,369255.882352941,671045.454545455,1202000,39.0528930446493,0,0,0
SCONE,291000,337500,337500,381500,429000,429000,407500,407500,42008.5970037351,29598.2356831544,26772.1870604551,10708.2522694727,356166.666666667,386333.333333333,381000,395500,351250,389500,389500,397500,1764722222.22222,876055555.555556,716750000,114666666.666667,66851.4285714286,169964.705882353,306590.909090909,586750,211.155830658647,1,1,1
SEAFORTH,1951500,2115000,2115000,2115000,3057500,3000000,3000000,2737500,335334.252297449,286457.348483156,321453.60765591,267740.027306756,2493458.33333333,2533750,2614375,2485833.33333333,2500000,2500000,2671250,2605000,112449060763.889,82057812500,103332421875,71684722222.2222,469118.831168831,1120470.58823529,2202386.36363636,3884375,7.17266190037636,0,0,0
SEFTON,780000,780000,780000,780000,1005500,877750,845000,812500,65925.8151837267,37777.2390688714,25882.8490510608,14288.6901662352,856645.833333333,827625,805625,792500,845250,828750,798750,785000,4346213107.63889,1427119791.66667,669921875,204166666.666667,161916.818181818,366947.058823529,661477.272727273,1181875,23.460123545379,0,0,1
SEVEN HILLS,649000,649000,649000,649000,821600,787000,775000,750000,47919.4607880997,50758.9619892115,50982.8402504215,42245.3153221356,747883.333333333,733166.666666667,713500,693000,759000,754000,715000,680000,2296274722.22222,2576472222.22222,2599250000,1784666666.66667,141187.038961039,326247.058823529,593954.545454545,1064750,31.4235225411394,0,0,0
SHELL COVE,772500,840000,840000,840000,955000,955000,955000,932500,55030.1804820672,45462.4998090612,50698.2494766831,41949.0431621774,864108.333333333,895966.666666667,893750,873333.333333333,851250,900400,890000,847500,3028320763.88889,2066838888.88889,2570312500,1759722222.22222,162587.402597403,396467.647058824,740681.818181818,1331250,89.7788970092549,0,0,1
SHELLHARBOUR,685000,800000,800000,800000,1064000,1064000,1064000,820000,91992.7533377856,98465.5890259243,111727.346697216,9428.09041582063,837500,880833.333333333,871000,806666.666666667,821250,830500,810000,800000,8462666666.66667,9695472222.22222,12483000000,88888888.8888889,157546.363636364,391917.647058824,730181.818181818,1210000,89.7788970092549,0,1,0
SHOAL BAY,505000,540000,540000,540000,743750,743750,743750,743750,70339.6120568315,73334.2802969162,84416.077963561,83297.9091374247,605645.833333333,647250,664062.5,638750,596000,629875,686250,632500,4947661024.30556,5377916666.66667,7126074218.75,6938541666.66667,113797.207792208,286376.470588235,559488.636363636,1009062.5,151.392242690569,1,0,0
SHOALHAVEN HEADS,530000,610000,650000,650000,705000,705000,705000,705000,48368.6428136958,30314.4687218643,23173.513301828,25358.5400911716,620645.833333333,658541.666666667,673437.5,669166.666666667,612750,651250,669375,652500,2339525607.63889,918967013.888889,537011718.75,643055555.555555,116562.077922078,289213.235294118,549772.727272727,990625,113.510957881718,0,0,1
SHORTLAND,387500,440000,440000,440000,465000,465000,465000,446250,22605.4142440279,8067.11474521715,9486.01223759884,2712.1670404965,430693.791666667,450554.25,449081.375,443775.166666667,435000,449125,445662.75,445075.5,511004753.144097,65078340.3125,89984428.171875,7355850.05555556,81014.5201298701,199080.911764706,368930.75,665956.375,115.716828693317,0,0,1
SILVERDALE,737500,750000,750000,750000,1097500,1075000,949000,949000,117955.853323747,100734.696935399,72097.4817521389,81548.5540439968,876500,892750,852875,844500,854500,874000,856250,834500,13913583333.3333,10147479166.6667,5198046875,6650166666.66667,164935.064935065,395870.588235294,696250,1245625,62.4809238442556,0,1,0
SINGLETON HEIGHTS,322500,350000,357000,375000,404500,404500,404500,404500,23807.7058457737,19244.9488322405,16964.5770651673,12890.565025113,365729.166666667,376916.666666667,379125,386500,361500,377500,377500,380000,566806857.638889,370368055.555556,287796875,166166666.666667,68863.1168831169,165767.647058824,308409.090909091,581000,125.081093431837,1,1,0
SINGLETON,286000,361000,373000,373000,428000,428000,428000,428000,40430.4100344723,20971.5415636418,21182.2449235203,24444.9494897321,357416.666666667,386166.666666667,393250,393666.666666667,370000,381500,386000,380000,1634618055.55556,439805555.555556,448687500,597555555.555556,67054.9350649351,169464.705882353,319136.363636364,576750,125.081093431837,0,1,1
SMITHFIELD,640000,640000,640000,640000,850000,850000,771500,726500,61859.5624681423,71498.6887991661,49650.4972281245,35417.3529345276,740562.5,744250,703875,681333.333333333,746750,749000,702000,677500,3826605468.75,5112062500,2465171875,1254388888.88889,139675.12987013,332352.941176471,585977.272727273,1043625,35.2845453452817,0,0,0
SOUTH COOGEE,2100000,2215000,2215000,2215000,2700000,2700000,2675000,2675000,162130.150693475,175421.021323621,168346.137095569,194389.214378439,2386708.33333333,2456416.66666667,2409625,2409500,2388000,2405000,2374250,2338500,26286185763.8889,30772534722.2222,28340421875,37787166666.6667,449472.727272727,1088844.11764706,1992454.54545455,3729250,7.69945242866911,1,0,0
SOUTH GRAFTON,220000,228750,228750,228750,278000,278000,252750,252750,15974.371836024,15342.6149444393,9422.38027252138,10301.6988890183,240666.666666667,249000,244750,243000,242250,248750,248750,247500,255180555.555556,235395833.333333,88781250,106125000,45302.8571428571,110063.235294118,200488.636363636,363187.5,539.555156124721,0,0,1
SOUTH GRANVILLE,710000,710000,710000,710000,905000,890000,795000,787000,62274.3705084381,62147.9529474266,33347.366837578,31660.5257203491,823166.666666667,801416.666666667,762125,751166.666666667,820250,791000,771750,756500,3878097222.22222,3862368055.55556,1112046875,1002388888.88889,155489.350649351,356941.176470588,628659.090909091,1138375,22.5027378843177,0,1,0
SOUTH NOWRA,455000,550000,550000,550000,592000,592000,592000,592000,43348.0493842187,14223.4157485309,15175.5354106536,17507.1414000116,545687.5,572666.666666667,568875,568500,559750,571250,566750,563500,1879053385.41667,202305555.555556,230296875,306500000,102558.441558442,252961.764705882,466159.090909091,856125,145.8283350827,0,1,0
SOUTH PENRITH,599000,600000,600000,600000,695000,689000,675000,665000,31611.1355203967,29595.0680951329,28799.685328142,27234.5776949492,659666.666666667,658916.666666667,646375,636833.333333333,670000,670000,655250,645500,999263888.888889,875868055.555556,829421875,741722222.222222,124390.25974026,292332.352941176,534409.090909091,971500,54.6608831476183,0,0,0
SOUTH TAMWORTH,237000,250000,250000,260000,280000,280000,270000,270000,13168.7762023153,9428.09041582063,7874.00787401181,4320.49379893857,255500,264666.666666667,262000,266000,259500,264000,264000,268000,173416666.666667,88888888.8888889,62000000,18666666.6666667,48087.5324675325,116694.117647059,212818.181818182,396500,281.137062402632,1,1,1
SOUTH TURRAMURRA,1400000,1450000,1450000,1450000,1808500,1808500,1570000,1555000,130308.787916753,120176.837294972,56375.2771611812,49380.045452479,1595875,1572333.33333333,1506375,1485166.66666667,1585000,1562500,1502750,1450500,16980380208.3333,14442472222.2222,3178171875,2438388888.88889,301099.87012987,700308.823529412,1243022.72727273,2253875,18.5269136769804,0,0,1
SOUTH WENTWORTHVILLE,745000,745000,745000,745000,973000,962000,875000,860450,66404.9303463648,66335.7856539993,50889.3453362293,47256.868989245,866954.166666667,854575,822612.5,805150,872250,867725,835225,810000,4409614774.30556,4400436458.33333,2589725468.75,2233211666.66667,163620.298701299,380825.882352941,683056.818181818,1236587.5,28.1235376213611,0,0,0
SOUTH WEST ROCKS,362500,424000,424000,424000,469000,469000,465000,449000,31743.3282579015,15832.4561160506,15508.0624192708,10274.0233382816,423333.333333333,448000,443000,435666.666666667,423750,448000,441500,434000,1007638888.88889,250666666.666667,240500000,105555555.555556,79626.2337662338,198470.588235294,365590.909090909,659750,367.35111420859,0,0,0
SOUTH WINDSOR,550000,560000,560000,560000,675000,670000,651500,627500,37904.7371343243,34044.9049867312,33946.6493191891,31247.2220987545,622458.333333333,626166.666666667,616000,604166.666666667,626250,626250,626250,625000,1436769097.22222,1159055555.55556,1152375000,976388888.888889,117309.61038961,277629.411764706,510181.818181818,922500,55.5324717285657,0,1,0
SPEERS POINT,553500,610000,610000,610000,800000,800000,800000,800000,67705.8941868349,60760.2300485734,71967.3319986228,82974.2262526275,644479.166666667,682333.333333333,681875,684166.666666667,633750,665750,658750,642500,4584088107.63889,3691805555.55556,5179296875,6884722222.22222,121101.623376623,301941.176470588,565909.090909091,1073750,106.348755571505,1,0,0
SPRING FARM,650000,650000,650000,650000,720000,720000,720000,699000,19462.0235392689,21715.3299665364,25410.3817366052,20992.0619917784,693827.083333333,693666.666666667,689250,679000,699500,699500,693500,688000,378770360.243056,471555555.555556,645687500,440666666.666667,130845.506493506,306976.470588235,568954.545454545,1030750,70.4592681297323,0,0,0
SPRINGFIELD,545000,651500,651500,651500,725000,725000,710000,710000,53573.6164084187,26338.6070668557,21934.5617690438,25009.9980007996,640562.583333333,681833.333333333,673500,675500,653250,669750,666250,665000,2870132375.07639,693722222.222222,481125000,625500000,120330.536363636,301514.705882353,553159.090909091,1027875,59.7695637228553,1,0,0
SPRINGWOOD,620000,640000,640000,640000,720000,720000,685000,685000,27466.2870214206,26536.7931161414,16968.2608124699,18966.3444612351,668814.583333333,670583.333333333,663375,665833.333333333,669387.5,664250,664250,672500,754396922.743056,704201388.888889,287921875,359722222.222222,126079.896103896,296326.470588235,544136.363636364,1010000,64.5473282068046,1,0,0
ST ANDREWS,577500,587500,587500,587500,655000,655000,647000,593750,28723.9843041587,30269.7651222396,24602.0673673982,2568.50583457041,616145.833333333,620541.666666667,604562.5,590416.666666667,602000,620375,591875,590000,825067274.305555,916258680.555556,605261718.75,6597222.22222222,116150.649350649,275366.176470588,498386.363636364,885000,42.5135939336916,0,1,0
ST CLAIR,616350,662750,662750,662750,730000,715000,696500,692000,29752.3353425128,16065.2424161258,12961.9334495283,12232.1298227251,693175,691541.666666667,683562.5,679250,694500,694250,687500,683000,885201458.333333,258092013.888889,168011718.75,149625000,130680.350649351,306023.529411765,561784.090909091,1026187.5,44.0555703038427,0,0,0
ST GEORGES BASIN,382500,462500,513000,513000,665000,665000,665000,665000,68901.9532862942,61416.4405242331,60141.4998150196,67072.1005088306,494750,539250,562000,571000,496000,530000,535000,535000,4747479166.66667,3771979166.66667,3617000000,4498666666.66667,92724.025974026,235926.470588235,458363.636363636,862000,126.11448510659,1,1,0
ST HELENS PARK,512500,512500,512500,512500,620000,617500,600000,580000,33614.4396882583,36356.35738385,35033.91214238,28204.6095523409,568833.333333333,569916.666666667,556500,542000,576750,578000,556750,533500,1129930555.55556,1321784722.22222,1227375000,795500000,107269.87012987,253411.764705882,462340.909090909,829875,58.3603587400797,0,0,0
ST IVES,1743000,1894000,1894000,1894000,2220000,1998000,1954574,1950000,114622.545866737,35223.8348044805,24978.806551755,26398.6531642978,1978084.83333333,1941179,1937143.5,1931333.33333333,1952287,1950000,1950000,1950000,13138328020.9722,1240718538.33333,623940776.75,696888888.888889,372999.924155844,856935.070588235,1589065.63636364,2911000,17.255568039265,0,1,0
ST MARYS,562500,562500,562500,562500,697500,656250,650000,650000,39712.1751814086,31394.8034004922,32040.0140449407,35843.0219460109,627604.166666667,618541.666666667,608750,604166.666666667,621250,621250,611250,600000,1577056857.63889,985633680.555556,1026562500,1284722222.22222,118401.038961039,274360.294117647,503295.454545455,928125,45.3049331390479,1,0,0
ST PETERS,466667,466667,466667,466667,1450000,1300000,1300000,1300000,238969.860008305,289445.395322628,349082.172602938,391081.162758093,1188649.33333333,1102861.16666667,1068541.75,1019722.33333333,1227500,1205000,1253750,1292500,57106593992.3889,83778636873.4722,121858363229.188,152944475864.222,225179.593506494,495421.588235294,925113.681818182,1736041.75,10.4165287864224,1,1,0
STANHOPE GARDENS,805000,805000,805000,805000,985000,980000,980000,934000,53377.8683840243,56562.649631478,68630.8057653413,53460.2656184946,906615.666666667,897000,892250,863000,902500,906500,892000,850000,2849196833.22222,3199333333.33333,4710187500,2858000000,171068.037402597,397900,743863.636363636,1326750,15203.2192252038,0,0,0
STANMORE,1262000,1262000,1262000,1262000,1805000,1725000,1650000,1650000,154464.977770493,153872.269584946,144407.043521949,158785.601432316,1586629.16666667,1540341.66666667,1473637.5,1448183.33333333,1600000,1586250,1491275,1432550,23859429357.6389,23676675347.2222,20853394218.75,25212867222.2222,299646.181818182,687753.235294118,1230281.81818182,2269275,9.22357327512983,1,0,0
STOCKTON,602500,675000,675000,675000,788000,788000,788000,788000,49503.9806199686,43378.1819197931,44645.828472546,51075.1080925598,711291.666666667,728000,719500,716000,707500,720000,707500,685000,2450644097.22222,1881666666.66667,1993250000,2608666666.66667,133929.220779221,321029.411764706,584500,1045750,120.20207763633,0,1,1
STRATHFIELD,1840000,1840000,1840000,1840000,3010000,2860000,2550000,2550000,321094.860940225,359799.326785856,323303.263206544,308652.987457868,2435416.66666667,2386666.66666667,2225000,2120000,2520000,2545000,2255000,1970000,103101909722.222,129455555555.556,104525000000,95266666666.6667,460477.922077922,1070588.23529412,1875454.54545455,3325000,16.041540349414,1,0,1
SUFFOLK PARK,852500,1050000,1050000,1050000,1437500,1437500,1425000,1425000,169754.213660679,142884.47159234,134489.776563128,154398.47437358,1212083.33333333,1266666.66666667,1260000,1251666.66666667,1271250,1282500,1282500,1280000,28816493055.5556,20415972222.2222,18087500000,23838888888.8889,227612.987012987,556455.882352941,1016136.36363636,1783750,619.245220416574,0,1,1
SUMMER HILL,1278000,1278000,1278000,1278000,1985000,1985000,1985000,1985000,210695.129274504,245671.189465377,278227.059925881,306459.712777317,1624750,1604500,1656125,1704333.33333333,1636250,1557000,1680750,1850000,44392437500,60354333333.3333,77410296875,93917555555.5555,306115.584415584,703911.764705882,1348000,2590250,11.7313992334436,1,0,1
SUMMERLAND POINT,409500,420000,420000,420000,590000,590000,590000,586000,61919.7509326027,62031.1861530598,70349.1293478462,67849.5066714236,523166.666666667,538083.333333333,523000,500666.666666667,526500,568250,541000,496000,3834055555.55556,3847868055.55556,4949000000,4603555555.55556,98489.3506493506,239870.588235294,438090.909090909,773500,73.2620374121912,0,0,1
SURF BEACH,360000,412500,412500,412500,586730,586730,586730,586730,57420.806841539,58795.2478238392,62411.1123919451,71976.8371692511,436665,473080,493620,491826.666666667,420750,457625,487625,476250,3297149058.33333,3456881166.66667,3895146950,5180665088.88889,81929.0545454546,207933.882352941,409381.818181818,765360,226.343266871495,1,0,1
SURRY HILLS,1405000,1405000,1405000,1405000,2037500,2037500,1785000,1785000,211691.784106831,244870.731912212,153231.786743972,157286.009832054,1708125,1721458.33333333,1572812.5,1613333.33333333,1650000,1717500,1550625,1650000,44813411458.3333,59961675347.2222,23479980468.75,24738888888.8889,322346.428571429,769860.294117647,1286931.81818182,2481250,4.90040538950717,1,1,0
SUSSEX INLET,375000,452500,452500,452500,582500,582500,503500,478750,56339.9589298947,42793.2083461331,18924.5004887844,10720.5669418905,456333.333333333,493291.666666667,474937.5,465416.666666667,470625,478125,471875,465000,3174190972.22222,1831258680.55556,358136718.75,114930555.555556,85697.5324675325,219650,391806.818181818,701562.5,126.11448510659,0,0,1
SUTHERLAND,920000,920000,920000,985000,1400000,1400000,1138750,1138750,148964.51971589,160504.440272605,93275.360995013,69977.675011392,1180158.70833333,1138541.66666667,1042812.5,1083750,1149375,1133125,1056250,1127500,22190428134.1858,25761675347.2222,8700292968.75,4896875000,222952.253116883,507117.647058824,835056.818181818,1587187.5,28.6028000150626,1,1,1
SWANSEA,482500,560000,560000,560000,635000,635000,597500,580000,41925.7569665978,23303.5524235159,13287.6822659183,8897.56521002609,557291.666666667,589166.666666667,578750,572500,568750,582500,578750,577500,1757769097.22222,543055555.555556,176562500,79166666.6666667,104802.597402597,260617.647058823,474318.181818182,853750,93.7671960678689,0,1,1
SYLVANIA,1055000,1055000,1055000,1055000,1512500,1512500,1225000,1200000,135867.868500879,150123.213283845,65479.004268544,64161.2551830672,1299895.83333333,1261250,1165000,1145000,1299375,1212500,1190000,1180000,18460077690.9722,22536979166.6667,4287500000,4116666666.66667,245575.25974026,564441.176470588,965227.272727273,1753750,22.2664750717118,0,0,0
TAHMOOR,560000,560000,560000,560000,655000,655000,600000,590000,33632.6692997661,38240.9439170461,16473.8191913715,12923.3853493924,596294.791666667,604375,579062.5,572083.333333333,595000,595000,578125,566250,1131156444.22743,1462369791.66667,271386718.75,167013888.888889,112385.363636364,268529.411764706,474602.272727273,852187.5,73.6418743370066,0,0,1
